lsoa_code,borough,major_category,minor_category,value,year,month
E01003941,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,12
E01003675,Redbridge,Theft and Handling,Handling Stolen Goods,0,2011,8
E01000295,Barnet,Theft and Handling,Theft From Motor Vehicle,1,2008,8
E01003182,Lambeth,Theft and Handling,Other Theft,0,2014,2
E01000377,Bexley,Violence Against the Person,Other violence,0,2012,8
E01002952,Kingston upon Thames,Violence Against the Person,Common Assault,0,2009,1
E01000801,Bromley,Criminal Damage,Other Criminal Damage,0,2008,5
E01003532,Newham,Sexual Offences,Rape,0,2012,1
E01001867,Hammersmith and Fulham,Fraud or Forgery,Counted per Victim,0,2014,5
E01000344,Bexley,Violence Against the Person,Offensive Weapon,0,2011,3
E01002775,Islington,Other Notifiable Offences,Going Equipped,0,2012,1
E01000509,Brent,Criminal Damage,Other Criminal Damage,0,2012,3
E01001573,Greenwich,Violence Against the Person,Wounding/GBH,0,2013,8
E01002909,Kensington and Chelsea,Drugs,Drug Trafficking,0,2009,9
E01001001,Croydon,Violence Against the Person,Other violence,0,2008,8
E01001274,Ealing,Violence Against the Person,Assault with Injury,0,2010,8
E01001144,Croydon,Robbery,Business Property,0,2008,7
E01004485,Wandsworth,Violence Against the Person,Common Assault,2,2014,10
E01001263,Ealing,Violence Against the Person,Assault with Injury,2,2015,2
E01002751,Islington,Violence Against the Person,Assault with Injury,2,2013,3
E01003206,Lewisham,Violence Against the Person,Other violence,0,2009,10
E01001110,Croydon,Theft and Handling,Other Theft Person,1,2008,6
E01004045,Southwark,Drugs,Other Drugs,0,2008,2
E01000902,Camden,Other Notifiable Offences,Other Notifiable,0,2009,10
E01003518,Newham,Theft and Handling,Theft/Taking of Pedal Cycle,0,2010,12
E01000084,Barking and Dagenham,Violence Against the Person,Common Assault,1,2014,6
E01001836,Hackney,Violence Against the Person,Common Assault,0,2016,5
E01003141,Lambeth,Burglary,Burglary in a Dwelling,1,2009,12
E01004482,Wandsworth,Criminal Damage,Other Criminal Damage,0,2008,7
E01002458,Hillingdon,Violence Against the Person,Offensive Weapon,0,2016,5
E01002288,Havering,Robbery,Personal Property,0,2014,3
E01004354,Waltham Forest,Violence Against the Person,Wounding/GBH,0,2008,3
E01004661,Westminster,Drugs,Drug Trafficking,0,2010,4
E01001389,Ealing,Drugs,Possession Of Drugs,1,2012,4
E01003807,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,3
E01003560,Newham,Criminal Damage,Other Criminal Damage,0,2011,11
E01003407,Merton,Other Notifiable Offences,Other Notifiable,0,2014,7
E01001231,Ealing,Robbery,Business Property,0,2013,12
E01002389,Havering,Theft and Handling,Theft From Motor Vehicle,1,2012,1
E01000030,Barking and Dagenham,Violence Against the Person,Other violence,0,2016,6
E01002251,Havering,Other Notifiable Offences,Other Notifiable,0,2011,6
E01004290,Tower Hamlets,Violence Against the Person,Other violence,0,2012,10
E01001235,Ealing,Burglary,Burglary in a Dwelling,0,2008,8
E01004432,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,2,2013,1
E01004262,Tower Hamlets,Violence Against the Person,Offensive Weapon,1,2008,1
E01003617,Newham,Violence Against the Person,Harassment,1,2013,12
E01003861,Richmond upon Thames,Theft and Handling,Other Theft,0,2013,7
E01000658,Bromley,Fraud or Forgery,Counted per Victim,0,2014,11
E01002457,Hillingdon,Violence Against the Person,Common Assault,1,2016,9
E01003349,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2011,12
E01002654,Hounslow,Criminal Damage,Criminal Damage To Dwelling,0,2014,7
E01001581,Greenwich,Criminal Damage,Criminal Damage To Other Building,0,2008,3
E01003062,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2008,1
E01000378,Bexley,Robbery,Personal Property,0,2015,10
E01003398,Merton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,12
E01003824,Richmond upon Thames,Theft and Handling,Theft From Shops,0,2009,8
E01000713,Bromley,Criminal Damage,Criminal Damage To Motor Vehicle,1,2008,12
E01002554,Hillingdon,Other Notifiable Offences,Other Notifiable,0,2009,10
E01002078,Haringey,Fraud or Forgery,Counted per Victim,0,2013,1
E01004301,Tower Hamlets,Theft and Handling,Other Theft Person,0,2011,4
E01004438,Waltham Forest,Criminal Damage,Criminal Damage To Other Building,1,2008,3
E01000644,Brent,Other Notifiable Offences,Going Equipped,0,2008,6
E01002852,Kensington and Chelsea,Drugs,Other Drugs,0,2008,12
E01003245,Lewisham,Violence Against the Person,Harassment,1,2008,6
E01000129,Barnet,Drugs,Possession Of Drugs,3,2010,3
E01002993,Kingston upon Thames,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,4
E01001338,Ealing,Other Notifiable Offences,Other Notifiable,0,2016,7
E01001899,Hammersmith and Fulham,Drugs,Drug Trafficking,0,2009,11
E01032740,City of London,Robbery,Personal Property,0,2014,3
E01004204,Tower Hamlets,Criminal Damage,Other Criminal Damage,0,2014,1
E01003991,Southwark,Violence Against the Person,Murder,0,2016,9
E01003727,Redbridge,Drugs,Possession Of Drugs,0,2014,5
E01033208,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,1
E01004509,Wandsworth,Fraud or Forgery,Counted per Victim,0,2008,11
E01004756,Westminster,Criminal Damage,Criminal Damage To Dwelling,0,2012,4
E01000367,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2015,10
E01003599,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,2
E01004571,Wandsworth,Robbery,Personal Property,0,2010,8
E01003046,Lambeth,Violence Against the Person,Offensive Weapon,1,2014,8
E01001548,Enfield,Violence Against the Person,Other violence,0,2013,5
E01000527,Brent,Theft and Handling,Other Theft Person,0,2016,5
E01033597,Westminster,Burglary,Burglary in Other Buildings,1,2012,7
E01004035,Southwark,Violence Against the Person,Wounding/GBH,1,2014,8
E01004023,Southwark,Violence Against the Person,Harassment,1,2013,4
E01001528,Enfield,Theft and Handling,Theft From Motor Vehicle,1,2014,2
E01003075,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2014,12
E01000472,Brent,Theft and Handling,Theft From Shops,0,2012,1
E01000237,Barnet,Violence Against the Person,Offensive Weapon,0,2015,12
E01000065,Barking and Dagenham,Criminal Damage,Other Criminal Damage,0,2013,1
E01003598,Newham,Burglary,Burglary in a Dwelling,0,2008,7
E01004753,Westminster,Robbery,Business Property,0,2009,3
E01000487,Brent,Theft and Handling,Other Theft,0,2016,6
E01003220,Lewisham,Violence Against the Person,Common Assault,0,2015,3
E01003364,Merton,Violence Against the Person,Assault with Injury,0,2015,4
E01003948,Southwark,Burglary,Burglary in Other Buildings,6,2014,6
E01004015,Southwark,Robbery,Personal Property,3,2014,8
E01003292,Lewisham,Criminal Damage,Criminal Damage To Other Building,2,2008,3
E01033586,Newham,Drugs,Drug Trafficking,0,2010,5
E01001363,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2012,12
E01003579,Newham,Violence Against the Person,Common Assault,0,2013,8
E01003157,Lambeth,Criminal Damage,Criminal Damage To Dwelling,1,2013,3
E01003607,Newham,Theft and Handling,Theft From Shops,1,2010,11
E01033739,Greenwich,Violence Against the Person,Other violence,0,2010,3
E01002599,Hounslow,Violence Against the Person,Harassment,0,2014,11
E01002251,Havering,Theft and Handling,Theft From Motor Vehicle,0,2010,4
E01003991,Southwark,Theft and Handling,Motor Vehicle Interference & Tampering,0,2008,10
E01002523,Hillingdon,Theft and Handling,Other Theft Person,0,2015,3
E01003798,Richmond upon Thames,Violence Against the Person,Other violence,0,2010,2
E01001780,Hackney,Violence Against the Person,Common Assault,0,2010,8
E01003038,Lambeth,Violence Against the Person,Harassment,1,2016,9
E01004207,Tower Hamlets,Drugs,Other Drugs,0,2014,10
E01000135,Barnet,Criminal Damage,Other Criminal Damage,0,2013,3
E01001871,Hammersmith and Fulham,Violence Against the Person,Assault with Injury,0,2013,9
E01002538,Hillingdon,Robbery,Business Property,0,2013,7
E01000092,Barking and Dagenham,Burglary,Burglary in Other Buildings,2,2011,10
E01002830,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,2,2016,2
E01003272,Lewisham,Criminal Damage,Criminal Damage To Motor Vehicle,1,2009,8
E01002623,Hounslow,Burglary,Burglary in Other Buildings,0,2008,6
E01003737,Redbridge,Violence Against the Person,Wounding/GBH,1,2010,6
E01001199,Ealing,Theft and Handling,Other Theft Person,0,2015,12
E01001600,Greenwich,Theft and Handling,Handling Stolen Goods,0,2016,1
E01000332,Bexley,Violence Against the Person,Assault with Injury,1,2012,12
E01001619,Greenwich,Robbery,Business Property,0,2013,7
E01002434,Hillingdon,Theft and Handling,Other Theft Person,0,2013,3
E01000644,Brent,Violence Against the Person,Offensive Weapon,0,2010,8
E01001304,Ealing,Violence Against the Person,Other violence,0,2011,4
E01033746,Greenwich,Theft and Handling,Other Theft Person,0,2008,2
E01003679,Redbridge,Burglary,Burglary in Other Buildings,0,2015,5
E01003494,Newham,Theft and Handling,Other Theft Person,0,2010,8
E01001123,Croydon,Drugs,Possession Of Drugs,0,2015,11
E01003814,Richmond upon Thames,Criminal Damage,Other Criminal Damage,0,2011,4
E01004137,Sutton,Violence Against the Person,Wounding/GBH,3,2016,12
E01003350,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2013,11
E01004469,Waltham Forest,Burglary,Burglary in Other Buildings,0,2016,1
E01003803,Richmond upon Thames,Violence Against the Person,Other violence,0,2008,9
E01001512,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2009,8
E01003560,Newham,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,12
E01001373,Ealing,Theft and Handling,Handling Stolen Goods,0,2014,4
E01000934,Camden,Robbery,Business Property,0,2010,2
E01002637,Hounslow,Criminal Damage,Criminal Damage To Motor Vehicle,1,2015,12
E01033093,Wandsworth,Theft and Handling,Other Theft,0,2013,12
E01001376,Ealing,Drugs,Possession Of Drugs,0,2009,2
E01000458,Bexley,Robbery,Business Property,0,2010,9
E01002514,Hillingdon,Violence Against the Person,Offensive Weapon,0,2015,5
E01001275,Ealing,Other Notifiable Offences,Other Notifiable,0,2008,3
E01003243,Lewisham,Fraud or Forgery,Counted per Victim,0,2012,6
E01003910,Richmond upon Thames,Theft and Handling,Handling Stolen Goods,0,2015,10
E01003032,Lambeth,Burglary,Burglary in a Dwelling,2,2016,8
E01004104,Sutton,Violence Against the Person,Offensive Weapon,0,2015,6
E01001579,Greenwich,Criminal Damage,Criminal Damage To Other Building,0,2010,12
E01004650,Westminster,Sexual Offences,Other Sexual,0,2015,11
E01002050,Haringey,Violence Against the Person,Assault with Injury,1,2012,2
E01002987,Kingston upon Thames,Theft and Handling,Other Theft,8,2013,7
E01000973,Camden,Violence Against the Person,Other violence,1,2016,5
E01002706,Islington,Burglary,Burglary in a Dwelling,0,2014,2
E01002677,Hounslow,Other Notifiable Offences,Other Notifiable,0,2009,8
E01001219,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,7
E01004522,Wandsworth,Criminal Damage,Criminal Damage To Other Building,0,2008,6
E01002506,Hillingdon,Other Notifiable Offences,Going Equipped,0,2009,12
E01000374,Bexley,Violence Against the Person,Assault with Injury,0,2015,3
E01001884,Hammersmith and Fulham,Violence Against the Person,Common Assault,0,2014,5
E01003870,Richmond upon Thames,Theft and Handling,Other Theft Person,4,2015,10
E01033148,Enfield,Drugs,Other Drugs,0,2015,5
E01004443,Waltham Forest,Criminal Damage,Other Criminal Damage,0,2015,7
E01000474,Brent,Other Notifiable Offences,Other Notifiable,0,2008,2
E01002676,Hounslow,Theft and Handling,Other Theft Person,0,2014,8
E01004450,Waltham Forest,Violence Against the Person,Offensive Weapon,0,2010,1
E01000997,Croydon,Theft and Handling,Theft From Shops,0,2008,2
E01004474,Wandsworth,Violence Against the Person,Other violence,0,2008,1
E01004418,Waltham Forest,Other Notifiable Offences,Other Notifiable,0,2011,8
E01002398,Hillingdon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,12
E01000960,Camden,Other Notifiable Offences,Going Equipped,0,2011,5
E01004247,Tower Hamlets,Violence Against the Person,Wounding/GBH,1,2012,8
E01004208,Tower Hamlets,Violence Against the Person,Assault with Injury,4,2009,9
E01003583,Newham,Violence Against the Person,Common Assault,0,2014,7
E01000936,Camden,Theft and Handling,Theft From Shops,0,2008,6
E01002032,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,1,2015,7
E01001204,Ealing,Burglary,Burglary in Other Buildings,0,2016,7
E01004337,Waltham Forest,Violence Against the Person,Offensive Weapon,1,2008,4
E01002067,Haringey,Theft and Handling,Theft From Motor Vehicle,0,2011,5
E01004309,Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,4,2010,5
E01033571,Richmond upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,2
E01003278,Lewisham,Violence Against the Person,Offensive Weapon,0,2009,5
E01004453,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,5,2010,11
E01002919,Kingston upon Thames,Theft and Handling,Handling Stolen Goods,0,2010,9
E01002171,Harrow,Criminal Damage,Criminal Damage To Other Building,0,2016,6
E01003463,Merton,Robbery,Personal Property,0,2012,4
E01001715,Hackney,Robbery,Personal Property,1,2012,1
E01000627,Brent,Robbery,Business Property,0,2015,3
E01000015,Barking and Dagenham,Theft and Handling,Theft From Motor Vehicle,1,2011,2
E01002773,Islington,Criminal Damage,Other Criminal Damage,0,2015,9
E01000419,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,0,2012,10
E01003731,Redbridge,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2013,11
E01000322,Barnet,Violence Against the Person,Harassment,0,2013,2
E01001121,Croydon,Drugs,Drug Trafficking,0,2013,3
E01003856,Richmond upon Thames,Robbery,Business Property,0,2016,7
E01002460,Hillingdon,Theft and Handling,Theft From Motor Vehicle,1,2008,8
E01000858,Camden,Robbery,Business Property,0,2014,8
E01000941,Camden,Burglary,Burglary in Other Buildings,0,2009,1
E01003896,Richmond upon Thames,Robbery,Business Property,0,2008,1
E01003924,Southwark,Violence Against the Person,Assault with Injury,0,2016,11
E01000116,Barnet,Theft and Handling,Other Theft,0,2011,12
E01002066,Haringey,Other Notifiable Offences,Going Equipped,0,2013,12
E01004376,Waltham Forest,Burglary,Burglary in a Dwelling,2,2010,11
E01004380,Waltham Forest,Criminal Damage,Criminal Damage To Other Building,0,2010,6
E01004708,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2016,7
E01003414,Merton,Criminal Damage,Other Criminal Damage,0,2016,11
E01001166,Croydon,Other Notifiable Offences,Other Notifiable,0,2011,7
E01001231,Ealing,Violence Against the Person,Common Assault,0,2013,9
E01003335,Lewisham,Other Notifiable Offences,Other Notifiable,0,2015,7
E01000640,Brent,Theft and Handling,Other Theft,4,2016,6
E01000399,Bexley,Theft and Handling,Other Theft Person,0,2011,12
E01000590,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,5
E01000138,Barnet,Drugs,Possession Of Drugs,1,2014,8
E01004695,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,5
E01002118,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,12
E01001635,Greenwich,Criminal Damage,Criminal Damage To Dwelling,0,2013,9
E01002318,Havering,Drugs,Possession Of Drugs,0,2008,12
E01001317,Ealing,Violence Against the Person,Wounding/GBH,0,2013,4
E01001973,Haringey,Drugs,Possession Of Drugs,0,2015,6
E01000031,Barking and Dagenham,Violence Against the Person,Harassment,0,2011,2
E01001828,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2010,8
E01001894,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Dwelling,0,2009,3
E01002803,Islington,Violence Against the Person,Harassment,2,2013,8
E01001289,Ealing,Theft and Handling,Other Theft Person,0,2011,12
E01000588,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2012,12
E01002774,Islington,Violence Against the Person,Other violence,0,2014,10
E01003867,Richmond upon Thames,Violence Against the Person,Other violence,0,2010,9
E01000294,Barnet,Theft and Handling,Other Theft Person,0,2008,8
E01002267,Havering,Criminal Damage,Criminal Damage To Motor Vehicle,2,2008,2
E01002047,Haringey,Violence Against the Person,Harassment,0,2011,2
E01003456,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,7
E01001656,Greenwich,Other Notifiable Offences,Other Notifiable,1,2014,3
E01000934,Camden,Violence Against the Person,Other violence,1,2014,1
E01004679,Westminster,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2011,6
E01002000,Haringey,Violence Against the Person,Common Assault,0,2011,3
E01001452,Enfield,Violence Against the Person,Offensive Weapon,0,2011,5
E01004516,Wandsworth,Violence Against the Person,Wounding/GBH,0,2011,9
E01001999,Haringey,Theft and Handling,Theft From Motor Vehicle,0,2012,10
E01003622,Newham,Violence Against the Person,Harassment,0,2014,9
E01032574,Enfield,Violence Against the Person,Offensive Weapon,0,2015,7
E01001163,Croydon,Drugs,Other Drugs,0,2009,4
E01001615,Greenwich,Theft and Handling,Other Theft Person,1,2012,6
E01004638,Wandsworth,Robbery,Business Property,0,2016,6
E01000078,Barking and Dagenham,Robbery,Business Property,0,2010,2
E01001952,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2008,6
E01032784,Tower Hamlets,Criminal Damage,Criminal Damage To Other Building,0,2008,4
E01002397,Hillingdon,Theft and Handling,Other Theft,2,2016,5
E01000218,Barnet,Burglary,Burglary in a Dwelling,1,2011,2
E01003512,Newham,Other Notifiable Offences,Going Equipped,0,2015,11
E01001513,Enfield,Fraud or Forgery,Other Fraud & Forgery,0,2011,6
E01001049,Croydon,Theft and Handling,Other Theft,2,2012,5
E01001396,Enfield,Violence Against the Person,Other violence,0,2014,1
E01001705,Greenwich,Other Notifiable Offences,Other Notifiable,1,2014,1
E01004042,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2010,5
E01032565,Lewisham,Burglary,Burglary in Other Buildings,0,2016,1
E01001424,Enfield,Violence Against the Person,Common Assault,0,2014,11
E01003628,Newham,Violence Against the Person,Assault with Injury,1,2013,7
E01004172,Sutton,Drugs,Drug Trafficking,0,2013,11
E01002058,Haringey,Violence Against the Person,Other violence,0,2014,11
E01002916,Kingston upon Thames,Burglary,Burglary in a Dwelling,0,2008,3
E01004510,Wandsworth,Robbery,Personal Property,2,2009,2
E01001990,Haringey,Criminal Damage,Criminal Damage To Other Building,0,2015,2
E01001648,Greenwich,Violence Against the Person,Offensive Weapon,0,2012,1
E01000495,Brent,Robbery,Personal Property,0,2011,5
E01000835,Bromley,Criminal Damage,Other Criminal Damage,3,2014,8
E01000212,Barnet,Other Notifiable Offences,Other Notifiable,0,2009,4
E01001795,Hackney,Drugs,Other Drugs,0,2010,12
E01001591,Greenwich,Burglary,Burglary in Other Buildings,2,2008,12
E01000182,Barnet,Burglary,Burglary in Other Buildings,0,2014,10
E01002982,Kingston upon Thames,Violence Against the Person,Assault with Injury,1,2009,6
E01003314,Lewisham,Criminal Damage,Other Criminal Damage,0,2011,12
E01001950,Hammersmith and Fulham,Criminal Damage,Criminal Damage To Other Building,0,2012,12
E01000752,Bromley,Theft and Handling,Other Theft,0,2010,11
E01002997,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,5
E01003217,Lewisham,Theft and Handling,Other Theft Person,0,2016,11
E01002068,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,2,2016,3
E01002905,Kensington and Chelsea,Burglary,Burglary in a Dwelling,1,2008,6
E01003403,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2012,7
E01001136,Croydon,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,11
E01003609,Newham,Drugs,Possession Of Drugs,6,2009,12
E01002198,Harrow,Criminal Damage,Criminal Damage To Other Building,0,2012,3
E01002976,Kingston upon Thames,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,3
E01002394,Hillingdon,Violence Against the Person,Other violence,0,2008,10
E01001478,Enfield,Theft and Handling,Other Theft Person,0,2011,9
E01001452,Enfield,Theft and Handling,Other Theft Person,0,2009,7
E01000231,Barnet,Robbery,Business Property,0,2012,1
E01000655,Bromley,Violence Against the Person,Assault with Injury,0,2011,11
E01000739,Bromley,Violence Against the Person,Assault with Injury,0,2015,11
E01002170,Harrow,Violence Against the Person,Common Assault,1,2014,11
E01003823,Richmond upon Thames,Robbery,Personal Property,0,2008,1
E01001505,Enfield,Theft and Handling,Theft From Shops,0,2008,4
E01001477,Enfield,Theft and Handling,Other Theft,0,2009,9
E01002810,Islington,Criminal Damage,Criminal Damage To Other Building,0,2010,6
E01003811,Richmond upon Thames,Violence Against the Person,Harassment,2,2014,11
E01002265,Havering,Violence Against the Person,Common Assault,0,2013,5
E01000962,Camden,Theft and Handling,Theft From Shops,0,2014,8
E01000777,Bromley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2012,9
E01004513,Wandsworth,Drugs,Drug Trafficking,0,2009,8
E01001353,Ealing,Other Notifiable Offences,Other Notifiable,0,2008,12
E01001686,Greenwich,Robbery,Business Property,0,2015,3
E01003882,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,0,2010,7
E01001783,Hackney,Robbery,Business Property,0,2014,8
E01000474,Brent,Violence Against the Person,Harassment,1,2012,3
E01003887,Richmond upon Thames,Violence Against the Person,Wounding/GBH,0,2013,11
E01001035,Croydon,Theft and Handling,Other Theft Person,1,2009,9
E01001260,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,0,2014,4
E01004202,Tower Hamlets,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,10
E01033093,Wandsworth,Other Notifiable Offences,Other Notifiable,0,2010,8
E01002852,Kensington and Chelsea,Theft and Handling,Theft From Shops,4,2013,5
E01004146,Sutton,Other Notifiable Offences,Other Notifiable,0,2015,10
E01001816,Hackney,Violence Against the Person,Harassment,1,2012,5
E01003772,Redbridge,Other Notifiable Offences,Going Equipped,0,2009,2
E01000945,Camden,Violence Against the Person,Offensive Weapon,0,2008,1
E01003760,Redbridge,Violence Against the Person,Assault with Injury,0,2013,8
E01003020,Lambeth,Theft and Handling,Theft From Shops,1,2010,12
E01000554,Brent,Criminal Damage,Criminal Damage To Dwelling,0,2008,7
E01004286,Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,7
E01000086,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,0,2015,8
E01004574,Wandsworth,Theft and Handling,Handling Stolen Goods,0,2016,11
E01001145,Croydon,Violence Against the Person,Offensive Weapon,0,2008,3
E01001664,Greenwich,Burglary,Burglary in Other Buildings,0,2012,11
E01004317,Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,1,2016,8
E01001192,Croydon,Drugs,Drug Trafficking,0,2013,10
E01001006,Croydon,Theft and Handling,Theft From Shops,3,2013,6
E01003814,Richmond upon Thames,Criminal Damage,Criminal Damage To Other Building,0,2011,10
E01002925,Kingston upon Thames,Theft and Handling,Other Theft,0,2015,9
E01032773,Tower Hamlets,Violence Against the Person,Harassment,0,2012,4
E01000076,Barking and Dagenham,Criminal Damage,Criminal Damage To Other Building,0,2014,12
E01002038,Haringey,Burglary,Burglary in Other Buildings,1,2015,5
E01004741,Westminster,Burglary,Burglary in a Dwelling,1,2015,8
E01003267,Lewisham,Theft and Handling,Handling Stolen Goods,0,2010,8
E01000115,Barnet,Violence Against the Person,Assault with Injury,0,2008,12
E01002124,Harrow,Burglary,Burglary in Other Buildings,0,2014,6
E01003335,Lewisham,Theft and Handling,Theft From Motor Vehicle,1,2015,8
E01000346,Bexley,Violence Against the Person,Assault with Injury,0,2016,7
E01001112,Croydon,Violence Against the Person,Harassment,2,2014,7
E01002262,Havering,Robbery,Personal Property,0,2013,1
E01003182,Lambeth,Drugs,Drug Trafficking,0,2008,4
E01003266,Lewisham,Criminal Damage,Criminal Damage To Other Building,0,2014,10
E01000516,Brent,Robbery,Business Property,0,2015,1
E01002862,Kensington and Chelsea,Criminal Damage,Criminal Damage To Dwelling,0,2015,7
E01002204,Harrow,Burglary,Burglary in Other Buildings,0,2012,10
E01003255,Lewisham,Theft and Handling,Other Theft,4,2010,10
E01002193,Harrow,Violence Against the Person,Other violence,0,2013,6
E01000584,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,1,2015,3
E01004215,Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,1,2012,12
E01002216,Harrow,Theft and Handling,Other Theft,0,2009,2
E01002045,Haringey,Burglary,Burglary in a Dwelling,3,2009,8
E01003325,Lewisham,Violence Against the Person,Harassment,1,2013,4
E01002926,Kingston upon Thames,Violence Against the Person,Assault with Injury,0,2013,9
E01001666,Greenwich,Violence Against the Person,Other violence,0,2011,4
E01000229,Barnet,Drugs,Drug Trafficking,0,2008,9
E01004036,Southwark,Theft and Handling,Theft From Motor Vehicle,0,2015,11
E01001473,Enfield,Theft and Handling,Handling Stolen Goods,0,2009,11
E01001453,Enfield,Criminal Damage,Criminal Damage To Motor Vehicle,0,2012,11
E01032646,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2009,10
E01000160,Barnet,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,2
E01002222,Harrow,Burglary,Burglary in a Dwelling,2,2011,6
E01003817,Richmond upon Thames,Violence Against the Person,Assault with Injury,0,2010,10
E01002407,Hillingdon,Violence Against the Person,Wounding/GBH,1,2009,1
E01002835,Kensington and Chelsea,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,5
E01001391,Enfield,Violence Against the Person,Other violence,0,2009,2
E01001918,Hammersmith and Fulham,Theft and Handling,Handling Stolen Goods,0,2011,7
E01004656,Westminster,Violence Against the Person,Other violence,1,2015,11
E01003945,Southwark,Robbery,Business Property,0,2008,1
E01002900,Kensington and Chelsea,Violence Against the Person,Other violence,0,2013,8
E01003776,Redbridge,Burglary,Burglary in Other Buildings,0,2011,5
E01003514,Newham,Criminal Damage,Criminal Damage To Other Building,0,2010,1
E01003704,Redbridge,Robbery,Business Property,0,2008,7
E01002354,Havering,Theft and Handling,Theft From Motor Vehicle,0,2014,3
E01003405,Merton,Violence Against the Person,Assault with Injury,1,2016,4
E01004203,Tower Hamlets,Violence Against the Person,Murder,0,2011,12
E01001785,Hackney,Violence Against the Person,Assault with Injury,1,2015,12
E01004189,Sutton,Robbery,Business Property,0,2014,5
E01003947,Southwark,Theft and Handling,Other Theft Person,0,2008,6
E01000368,Bexley,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,5
E01001910,Hammersmith and Fulham,Theft and Handling,Theft From Shops,0,2015,10
E01004540,Wandsworth,Criminal Damage,Criminal Damage To Other Building,0,2009,8
E01001456,Enfield,Theft and Handling,Theft From Shops,0,2008,10
E01002240,Harrow,Robbery,Business Property,0,2010,8
E01004003,Southwark,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2010,5
E01001057,Croydon,Other Notifiable Offences,Other Notifiable,1,2015,5
E01004167,Sutton,Criminal Damage,Other Criminal Damage,1,2014,6
E01003630,Newham,Violence Against the Person,Offensive Weapon,0,2014,4
E01000736,Bromley,Violence Against the Person,Common Assault,0,2009,1
E01003092,Lambeth,Violence Against the Person,Assault with Injury,3,2008,6
E01004709,Westminster,Violence Against the Person,Harassment,0,2008,11
E01000635,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,2
E01000317,Barnet,Theft and Handling,Other Theft Person,0,2009,4
E01032722,Southwark,Violence Against the Person,Offensive Weapon,1,2012,8
E01001467,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2013,10
E01003728,Redbridge,Violence Against the Person,Harassment,5,2016,4
